t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_cmd0,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,sigma_min,tau_ext_max
0.55334639,0.50517187,-0.48830514,0.22215830,-2.27514307,0.03223215,1.61283025,0.79225188,0.73496606,0.36619430,0.19452890,0.52973386,0.02115718,0.33396737,0.00988552,0.24853027,-0.13228660,-0.17621027,0.12121874,0.83367495,0.16093715,0.21842320,-5.31310999,-9.44528400,-7.85662882,11.60361816,1.14739168,1.56428460,0.38645006,0.21633178,0.83367495
0.55434702,0.50587161,-0.48794599,0.22233602,-2.27458553,0.03223832,1.61317985,0.79225728,0.72783367,0.36412387,0.19026001,0.53676269,0.01658589,0.34084770,0.00794919,0.32010247,-0.11013965,-0.08867193,0.11712894,0.83772027,0.16116791,0.21934135,-5.34294867,-9.47628268,-7.88476917,11.62872832,1.17513982,1.53662022,0.39957220,0.21628789,0.83772027
0.55534765,0.50656785,-0.48758561,0.22250920,-2.27403881,0.03224588,1.61352767,0.79226572,0.71941326,0.36257162,0.18466067,0.54167144,0.01345180,0.34249517,0.00690726,0.39786719,-0.09657909,0.00364066,0.11493557,0.84187425,0.16123753,0.22023635,-5.35669261,-9.51050078,-7.89507140,11.68451327,1.19259681,1.54592016,0.40625109,0.21624482,0.84187425
0.55634827,0.50726843,-0.48723485,0.22266478,-2.27345989,0.03225366,1.61386315,0.79227590,0.71311801,0.36018685,0.17684006,0.55245265,0.01206546,0.34010718,0.00822913,0.48018730,-0.09483393,0.09861662,0.11649517,0.84614483,0.16119254,0.22110692,-5.40141352,-9.53362480,-7.87342770,11.65545020,1.19780882,1.58405943,0.39629177,0.21620011,0.84614483
0.55734890,0.50796071,-0.48688455,0.22281711,-2.27288195,0.03226805,1.61420543,0.79227899,0.71046738,0.35651346,0.17048384,0.55871527,0.01354185,0.34030651,0.00699716,0.56460276,-0.10279162,0.19406004,0.12016292,0.85046831,0.16098209,0.22195102,-5.49577941,-9.54346510,-7.87100706,11.69014713,1.18255796,1.60352345,0.40457947,0.21615555,0.85046831
0.55834953,0.50864233,-0.48654564,0.22297732,-2.27230195,0.03227960,1.61457257,0.79228575,0.70131085,0.35261377,0.16812176,0.56622211,0.01410151,0.34787169,0.00735459,0.64654961,-0.11639089,0.28520848,0.12408971,0.85467500,0.16066973,0.22274969,-5.49781016,-9.55033879,-7.92613675,11.70794013,1.17400874,1.57035709,0.40154210,0.21611053,0.85467500
0.55935015,0.50930651,-0.48620266,0.22313923,-2.27170275,0.03228541,1.61494322,0.79229415,0.69290682,0.34913684,0.16796677,0.57526510,0.01167170,0.35492667,0.00842179,0.72163272,-0.13242187,0.36683972,0.12676639,0.85855378,0.16026418,0.22350810,-5.50728468,-9.56785598,-8.01033133,11.70239158,1.18667126,1.54043600,0.39347172,0.21606405,0.85855378
0.56035078,0.50998131,-0.48587441,0.22329659,-2.27110212,0.03228373,1.61530724,0.79230169,0.68886978,0.34176374,0.16515022,0.58045389,0.00676594,0.35621460,0.00899176,0.78552882,-0.14671356,0.43384122,0.12659637,0.86186645,0.15967889,0.22423286,-5.58142772,-9.52950699,-8.06034564,11.75175813,1.21682802,1.55128574,0.38891685,0.21601755,0.86186645
0.56135141,0.51064063,-0.48554444,0.22345229,-2.27049913,0.03228526,1.61566004,0.79231168,0.67943929,0.33885900,0.16216148,0.58872825,0.00495154,0.35697092,0.00849418,0.83575140,-0.15614153,0.48373685,0.12361116,0.86453745,0.15889383,0.22491867,-5.57913795,-9.54794506,-8.10583926,11.75668585,1.22517844,1.56669913,0.39167698,0.21597092,0.86453745
0.56235203,0.51129825,-0.48522192,0.22360139,-2.26988058,0.03229525,1.61602217,0.79231678,0.67530455,0.33265709,0.15971575,0.59513875,0.00641795,0.35730541,0.00782215,0.87218468,-0.16054050,0.51698514,0.11870015,0.86663763,0.15788590,0.22555562,-5.65053456,-9.52608744,-8.15892075,11.78711209,1.21008563,1.58432316,0.39592175,0.21592345,0.87218468
0.56335266,0.51195937,-0.48490667,0.22375152,-2.26925941,0.03231294,1.61638658,0.79232441,0.67037147,0.32877666,0.15737845,0.60513078,0.00895154,0.35742541,0.00746053,0.89343017,-0.15904731,0.53262266,0.11160114,0.86810758,0.15665273,0.22612152,-5.71049128,-9.53549572,-8.21149574,11.76669590,1.18716877,1.60334810,0.39786208,0.21587579,0.89343017
0.56435328,0.51260621,-0.48458955,0.22391308,-2.26861320,0.03232571,1.61675954,0.79233360,0.66239334,0.32466480,0.15879551,0.61707554,0.01081648,0.36397463,0.00804669,0.89747411,-0.14996923,0.52888469,0.10009655,0.86871253,0.15510921,0.22660420,-5.72498281,-9.54646601,-8.31693532,11.71705124,1.16930486,1.57687627,0.39309719,0.21582599,0.89747411
0.56535391,0.51324543,-0.48428125,0.22406980,-2.26796132,0.03232990,1.61714689,0.79233780,0.65699906,0.31895745,0.15881076,0.62584584,0.00978172,0.37070669,0.00665275,0.88308269,-0.13177509,0.50457809,0.08171895,0.86818913,0.15308794,0.22700513,-5.77599438,-9.53406306,-8.40323651,11.71195135,1.17207740,1.54851568,0.40243494,0.21577580,0.88308269
0.56635454,0.51389191,-0.48397503,0.22422595,-2.26731067,0.03233547,1.61752092,0.79234566,0.65238799,0.31552343,0.15747399,0.63570880,0.00824718,0.37061671,0.00762181,0.84996574,-0.10418916,0.45953790,0.05645494,0.86640546,0.15059311,0.22734853,-5.83927079,-9.55033267,-8.46909522,11.69086643,1.17814205,1.56864032,0.39503657,0.21572569,0.86640546
0.56735516,0.51452325,-0.48366868,0.22437322,-2.26665057,0.03233672,1.61788464,0.79235489,0.64685516,0.31255338,0.15366396,0.64112690,0.00654599,0.36939588,0.00788807,0.80051114,-0.07152563,0.39687340,0.02802155,0.86351411,0.14794333,0.22769500,-5.89097824,-9.56675133,-8.50101414,11.73110774,1.18541386,1.59758225,0.39244871,0.21567512,0.86351411
0.56835579,0.51514822,-0.48336614,0.22452314,-2.26599612,0.03233777,1.61826347,0.79235866,0.64047105,0.30958858,0.15192451,0.64598164,0.00469293,0.37279899,0.00651635,0.73906285,-0.04115725,0.32193322,0.00269014,0.85993877,0.14569702,0.22809659,-5.92930979,-9.58493652,-8.56098471,11.78014307,1.19380991,1.59338522,0.40160221,0.21562476,0.85993877
0.56935642,0.51575870,-0.48307076,0.22466800,-2.26530713,0.03234556,1.61865085,0.79237238,0.62929650,0.30622796,0.14919443,0.65738586,0.00567062,0.37582360,0.00802735,0.67040901,-0.01714461,0.24056802,-0.01652264,0.85611659,0.14412034,0.22858144,-5.90085454,-9.59631461,-8.60937949,11.73468203,1.18213438,1.59161209,0.39005211,0.21557219,0.85611659
0.57035704,0.51635783,-0.48278055,0.22481232,-2.26462013,0.03235550,1.61902913,0.79238082,0.62064374,0.30042775,0.14781513,0.66545737,0.00727088,0.37691127,0.00797387,0.59894729,0.00284861,0.15828862,-0.03214127,0.85230937,0.14300818,0.22915352,-5.90648210,-9.57647734,-8.67694161,11.73654223,1.16589106,1.60369950,0.38972718,0.21551976,0.85230937
0.57135767,0.51695841,-0.48250217,0.22496245,-2.26392810,0.03236839,1.61941826,0.79239342,0.61320317,0.29466800,0.14771900,0.67573613,0.00971042,0.38192962,0.00879635,0.52597787,0.02457676,0.07665848,-0.04793838,0.84854825,0.14207207,0.22976903,-5.92765210,-9.56000319,-8.76127949,11.70727402,1.14371410,1.58755839,0.38307642,0.21546677,0.84854825
0.57235830,0.51755972,-0.48222607,0.22510064,-2.26323085,0.03237890,1.61979877,0.79240294,0.60895368,0.28824058,0.14388516,0.67991950,0.01024958,0.38282998,0.00834616,0.45062912,0.05232310,-0.00563861,-0.06538852,0.84473440,0.14119565,0.23036381,-5.99650328,-9.52840844,-8.79374627,11.76284149,1.13471306,1.60096932,0.38545817,0.21541370,0.84473440
0.57335892,0.51814527,-0.48196054,0.22523327,-2.26254245,0.03237702,1.62017988,0.79240709,0.60287733,0.27949206,0.13930740,0.68442412,0.00607578,0.38060206,0.00633043,0.37371635,0.08776289,-0.08771571,-0.08283198,0.84088362,0.14058354,0.23088478,-6.03995956,-9.46246602,-8.81788043,11.81544722,1.15924414,1.63640952,0.39905323,0.21536126,0.84088362
0.57435955,0.51872411,-0.48169992,0.22536455,-2.26183877,0.03237601,1.62056594,0.79241971,0.59376819,0.27491834,0.13611648,0.68777424,0.00405535,0.38458377,0.00818545,0.29849828,0.12974589,-0.16588841,-0.09716546,0.83719245,0.14054579,0.23132429,-6.03961746,-9.45064577,-8.85796625,11.88204796,1.16868799,1.62834899,0.38510770,0.21530775,0.83719245
0.57536017,0.51928205,-0.48144599,0.22549764,-2.26111369,0.03237557,1.62095695,0.79242552,0.58361091,0.26865260,0.13538984,0.69807658,0.00194119,0.38565607,0.00745140,0.22839245,0.17544196,-0.23676905,-0.10731418,0.83385184,0.14104540,0.23171808,-6.02096322,-9.42219433,-8.93261794,11.84968926,1.17885305,1.64010072,0.38965238,0.21525266,0.83385184
0.57636080,0.51983409,-0.48118912,0.22562947,-2.26038576,0.03238375,1.62134172,0.79243269,0.57293217,0.26564602,0.13415524,0.70897877,0.00386106,0.38306428,0.00710627,0.16523294,0.22395959,-0.29896603,-0.11621932,0.83090281,0.14163745,0.23210034,-5.99485145,-9.43630505,-8.99815415,11.80768329,1.16024442,1.67788929,0.39138656,0.21519740,0.83090281
0.57736143,0.52037785,-0.48093920,0.22575744,-2.25964432,0.03239205,1.62171903,0.79244422,0.56566066,0.26131179,0.13160016,0.71841875,0.00543021,0.38420004,0.00828245,0.10995442,0.27427057,-0.35217875,-0.12700890,0.82832703,0.14193697,0.23250571,-6.01587564,-9.43272010,-9.04500741,11.78536349,1.14406783,1.68991786,0.38225521,0.21514128,0.82832703
0.57836205,0.52092624,-0.48069398,0.22588240,-2.25889556,0.03239766,1.62211477,0.79245117,0.55975458,0.25638241,0.12904895,0.72723023,0.00653653,0.38686590,0.00789504,0.06228378,0.32537539,-0.39738874,-0.14097579,0.82605509,0.14183838,0.23294451,-6.05642597,-9.42168615,-9.09126370,11.77143325,1.13126448,1.69031530,0.38429665,0.21508462,0.82605509
0.57936268,0.52146409,-0.48046071,0.22599536,-2.25815767,0.03239754,1.62251387,0.79246133,0.55259020,0.25030651,0.12308857,0.73237455,0.00485477,0.38857175,0.00885810,0.02212199,0.37745602,-0.43490031,-0.15800813,0.82403942,0.14144614,0.23340055,-6.08175037,-9.38691590,-9.09168210,11.81026496,1.13810538,1.69768073,0.37668420,0.21502895,0.82403942
0.58036331,0.52197672,-0.48022779,0.22610222,-2.25741033,0.03239252,1.62290404,0.79246663,0.54163632,0.24549019,0.11863915,0.73753659,0.00217739,0.39146098,0.00721519,-0.00782392,0.42873772,-0.46155996,-0.17559487,0.82244007,0.14101413,0.23386644,-6.05160807,-9.36817608,-9.11172391,11.84781224,1.15213450,1.69735596,0.38754312,0.21497271,0.82244007
0.58136393,0.52248889,-0.47999619,0.22619582,-2.25665959,0.03238828,1.62330275,0.79247393,0.53274116,0.24185709,0.11059898,0.74220529,-0.00004309,0.39332261,0.00690616,-0.02325410,0.47479555,-0.47248240,-0.19003421,0.82156013,0.14074794,0.23433343,-6.05221830,-9.36224172,-9.08069925,11.89168900,1.16281290,1.70396908,0.38894056,0.21491653,0.82156013
0.58236456,0.52299967,-0.47975988,0.22629211,-2.25588351,0.03238842,1.62369670,0.79248145,0.52540644,0.24025507,0.10765510,0.75126623,-0.00019476,0.39334757,0.00704237,-0.02255595,0.51094733,-0.46609163,-0.19898196,0.82156788,0.14068277,0.23478973,-6.07048411,-9.39309567,-9.11615269,11.87096741,1.15889065,1.72321831,0.38724931,0.21485846,0.82156788
0.58336519,0.52349739,-0.47952488,0.22638297,-2.25510093,0.03239550,1.62409323,0.79248516,0.51857577,0.23830932,0.10384959,0.75701689,0.00237542,0.39546549,0.00543696,-0.00881685,0.53413908,-0.44663473,-0.20188485,0.82236301,0.14078316,0.23522102,-6.09571562,-9.41676298,-9.13953759,11.89610883,1.13550483,1.72784271,0.39791927,0.21480007,0.82236301
0.58436581,0.52398567,-0.47929225,0.22647579,-2.25432122,0.03240256,1.62449535,0.79248719,0.50965660,0.23851100,0.10135668,0.76504229,0.00454620,0.39715521,0.00496795,0.01396141,0.54150138,-0.41951076,-0.19803688,0.82375667,0.14110559,0.23562714,-6.09021593,-9.46980731,-9.17976639,11.88926579,1.11491765,1.73520481,0.40071434,0.21474171,0.82375667
0.58536644,0.52446855,-0.47906307,0.22655686,-2.25353729,0.03240803,1.62489564,0.79249301,0.50394743,0.23563913,0.09589867,0.76646973,0.00414988,0.39849226,0.00460911,0.04341918,0.53022868,-0.38782761,-0.18546827,0.82561229,0.14189020,0.23604406,-6.13164280,-9.47624327,-9.17982887,11.97492847,1.11222822,1.74536577,0.40252549,0.21468332,0.82561229
0.58636706,0.52494110,-0.47883611,0.22663546,-2.25275797,0.03241002,1.62530104,0.79249938,0.49493594,0.23237994,0.09130636,0.77092507,0.00308381,0.40107786,0.00545677,0.07829004,0.50042849,-0.35279984,-0.16210194,0.82785125,0.14346492,0.23651778,-6.12585853,-9.47876102,-9.19203826,12.01895992,1.11443480,1.74651790,0.39586232,0.21462521,0.82785125
0.58736769,0.52540996,-0.47861398,0.22670284,-2.25195671,0.03240824,1.62570006,0.79250599,0.48657308,0.22951107,0.08384205,0.77643169,0.00185740,0.40202432,0.00631073,0.11887776,0.45529071,-0.31317367,-0.12832467,0.83043119,0.14588476,0.23708313,-6.13056331,-9.48431756,-9.16417168,12.04593731,1.11784086,1.75956272,0.38912516,0.21456579,0.83043119
0.58836832,0.52587571,-0.47839363,0.22676983,-2.25113970,0.03240765,1.62610525,0.79250845,0.48220538,0.22691707,0.07938863,0.78639490,0.00119397,0.40132700,0.00548574,0.16452640,0.39977919,-0.26856839,-0.08772623,0.83320415,0.14887571,0.23774501,-6.18757807,-9.50187345,-9.17480720,12.00884214,1.11735416,1.78334857,0.39438856,0.21450519,0.83320415
0.58936894,0.52633701,-0.47818125,0.22683396,-2.25032775,0.03240897,1.62651730,0.79251931,0.47614317,0.22329594,0.07490659,0.79388056,0.00105471,0.40481603,0.00720363,0.21125753,0.34003855,-0.22273252,-0.04523379,0.83586654,0.15211342,0.23846824,-6.22125098,-9.50271989,-9.18547847,12.00736255,1.11309898,1.77764390,0.38141523,0.21444495,0.83586654
0.59036957,0.52679430,-0.47797429,0.22689062,-2.24950795,0.03241128,1.62693888,0.79252481,0.46928580,0.21843889,0.06996991,0.80024579,0.00175234,0.41024488,0.00678844,0.25541003,0.28139872,-0.17931176,-0.00425386,0.83820116,0.15541743,0.23919648,-6.24420762,-9.48557500,-9.18991592,12.02117974,1.10291762,1.75797256,0.38363047,0.21438429,0.83820116
0.59137020,0.52723369,-0.47777734,0.22694150,-2.24867250,0.03240964,1.62736511,0.79252824,0.46148201,0.21112582,0.06465725,0.80636454,0.00022126,0.41347047,0.00621378,0.29575873,0.22889666,-0.13902179,0.03330069,0.84016484,0.15869772,0.23986719,-6.25286616,-9.43405675,-9.18999278,12.03726229,1.10848423,1.75352707,0.38706176,0.21432258,0.84016484
0.59237082,0.52767147,-0.47758841,0.22698962,-2.24785323,0.03241207,1.62778190,0.79253396,0.45374324,0.20471373,0.06014864,0.81207516,0.00070003,0.41754690,0.00608154,0.33190169,0.18753710,-0.10167522,0.06593627,0.84177292,0.16184904,0.24043903,-6.26179884,-9.39375678,-9.19951299,12.06037243,1.09975982,1.74356370,0.38727764,0.21426207,0.84177292
0.59337145,0.52810117,-0.47739678,0.22702911,-2.24700684,0.03241313,1.62821268,0.79253411,0.44807744,0.20036083,0.05397182,0.81971414,0.00093358,0.42092933,0.00406454,0.36348177,0.15889351,-0.06742464,0.09324173,0.84304651,0.16476131,0.24090513,-6.29943365,-9.38208117,-9.18408310,12.05332595,1.09277390,1.73777643,0.40095808,0.21419975,0.84304651
0.59437208,0.52851982,-0.47721574,0.22707035,-2.24616401,0.03241267,1.62864153,0.79254287,0.43792745,0.19476156,0.04977935,0.82930705,0.00076527,0.42138533,0.00550578,0.39078846,0.14218594,-0.03589934,0.11462156,0.84400181,0.16727786,0.24128932,-6.27287035,-9.35362376,-9.19681617,12.01931382,1.08865797,1.75251557,0.39000213,0.21413755,0.84400181
0.59537270,0.52893533,-0.47703542,0.22710342,-2.24530200,0.03241568,1.62907696,0.79254719,0.43090716,0.18973923,0.04453358,0.83708039,0.00089888,0.42873031,0.00526551,0.41466874,0.13719675,-0.00623067,0.12878504,0.84464981,0.16923372,0.24163878,-6.28978159,-9.33305599,-9.19298202,12.00912705,1.08229715,1.71875776,0.39103366,0.21407414,0.84464981
0.59637333,0.52934443,-0.47684817,0.22712769,-2.24442392,0.03241626,1.62952468,0.79255160,0.42458216,0.18914905,0.03842515,0.84851103,0.00148945,0.43337075,0.00558434,0.43576722,0.14125473,0.02196408,0.13555535,0.84497036,0.17050675,0.24200060,-6.31615138,-9.37356084,-9.17452936,11.94508527,1.07278476,1.70332598,0.38813581,0.21400968,0.84497036
0.59737396,0.52974067,-0.47666788,0.22714742,-2.24355230,0.03241713,1.62995998,0.79255954,0.41554958,0.18723034,0.03237909,0.85792144,0.00073228,0.43135467,0.00719665,0.45554345,0.14808170,0.04991083,0.13637256,0.84497980,0.17105865,0.24242049,-6.30456915,-9.39181476,-9.15752880,11.90953562,1.07253109,1.73523253,0.37598958,0.21394574,0.84497980
0.59837458,0.53013124,-0.47648939,0.22715664,-2.24265455,0.03241868,1.63040272,0.79256439,0.40816352,0.18431904,0.02526241,0.87169917,0.00141782,0.43635978,0.00680153,0.47624322,0.15427114,0.08012077,0.13141986,0.84472127,0.17081248,0.24292477,-6.31507529,-9.40282389,-9.12490899,11.81101120,1.06224900,1.71735904,0.37807025,0.21388014,0.84472127
0.59937521,0.53051826,-0.47631306,0.22716610,-2.24176617,0.03241819,1.63085658,0.79256914,0.40152730,0.18151854,0.01967860,0.88098225,0.00108534,0.44107648,0.00686739,0.49870987,0.16099849,0.11377377,0.11890730,0.84416611,0.16961641,0.24349669,-6.33520171,-9.41214169,-9.11191203,11.77608559,1.05917585,1.70109838,0.37691611,0.21381504,0.84416611
0.60037583,0.53089842,-0.47615127,0.22717248,-2.24086339,0.03241508,1.63130101,0.79257608,0.39302154,0.17553057,0.01592219,0.88731188,0.00047857,0.44191090,0.00616692,0.52184773,0.16971315,0.14934835,0.09934150,0.84332599,0.16765739,0.24409017,-6.32797796,-9.37569376,-9.12416958,11.78125280,1.05810840,1.71251081,0.38101430,0.21374893,0.84332599
0.60137646,0.53126802,-0.47599011,0.22717792,-2.23994181,0.03241572,1.63176729,0.79257677,0.38659723,0.17164369,0.01266494,0.89618758,-0.00021525,0.45002822,0.00547990,0.54357422,0.18185910,0.18376789,0.07480094,0.84224854,0.16527804,0.24464582,-6.34751926,-9.37132077,-9.14117219,11.74906812,1.05759996,1.67176518,0.38534185,0.21368138,0.84224854
0.60237709,0.53162662,-0.47583243,0.22717435,-2.23903164,0.03241162,1.63223107,0.79258466,0.37664091,0.16798728,0.00723748,0.90160654,-0.00119659,0.45217273,0.00625988,0.56328378,0.19701306,0.21573267,0.04733246,0.84101345,0.16264811,0.24512928,-6.31954145,-9.36190321,-9.12879958,11.76551705,1.05908118,1.67328567,0.37899616,0.21361475,0.84101345
0.60337771,0.53196333,-0.47567887,0.22717980,-2.23808994,0.03241713,1.63267575,0.79258324,0.36463388,0.16389821,0.00714871,0.91245060,0.00082335,0.45228615,0.00384517,0.58241290,0.21322966,0.24635081,0.01883262,0.83976292,0.15983223,0.24554390,-6.25684231,-9.35466204,-9.18878883,11.70302042,1.03921754,1.68955512,0.39551855,0.21354562,0.83976292
0.60437834,0.53230632,-0.47552083,0.22717884,-2.23716877,0.03241717,1.63314310,0.79258953,0.35817585,0.16174965,0.00457938,0.91497361,0.00086730,0.45655533,0.00431362,0.60084497,0.22839850,0.27452301,-0.00869114,0.83855353,0.15694758,0.24590718,-6.27406992,-9.36514130,-9.21227385,11.75848973,1.03339422,1.67604453,0.39142943,0.21347791,0.83855353
0.60537897,0.53264380,-0.47537211,0.22716901,-2.23622516,0.03241499,1.63361186,0.79259177,0.35057798,0.15863652,0.00058242,0.92164264,0.00024731,0.45780109,0.00333063,0.61752378,0.23858023,0.29800570,-0.03146458,0.83741970,0.15435303,0.24624532,-6.27543436,-9.36450110,-9.21627729,11.75352884,1.03225533,1.68345969,0.39770957,0.21340873,0.83741970
0.60637959,0.53296580,-0.47522189,0.22715571,-2.23527794,0.03241569,1.63407904,0.79260028,0.34303731,0.15671123,-0.00348280,0.92661334,-0.00020159,0.46317047,0.00536342,0.63313658,0.24084740,0.31729443,-0.04698155,0.83642631,0.15230410,0.24658391,-6.27631059,-9.37808589,-9.21809846,11.77184097,1.02977674,1.66221542,0.38255210,0.21333929,0.83642631
0.60738022,0.53328801,-0.47507501,0.22714010,-2.23432806,0.03241719,1.63455265,0.79260110,0.33609610,0.15426374,-0.00677534,0.93597590,-0.00022843,0.46465969,0.00360536,0.64857212,0.23502180,0.33362708,-0.05579516,0.83556016,0.15073132,0.24693199,-6.28447956,-9.38915876,-9.22970176,11.72817354,1.02431544,1.66751126,0.39433613,0.21326959,0.83556016
0.60838085,0.53359412,-0.47492827,0.22712959,-2.23335816,0.03241744,1.63501602,0.79260405,0.32646004,0.15236765,-0.00757462,0.94558839,0.00000908,0.46468684,0.00293928,0.66347549,0.22316183,0.34688931,-0.06060025,0.83470435,0.14940580,0.24727314,-6.25220078,-9.40774519,-9.27498508,11.67869630,1.01706266,1.68355522,0.39836858,0.21319818,0.83470435
0.60938147,0.53389381,-0.47478664,0.22712247,-2.23239074,0.03241432,1.63550384,0.79260623,0.31951678,0.14903764,-0.00716734,0.94868895,-0.00075700,0.47073922,0.00175040,0.67616337,0.20696790,0.35501658,-0.06260190,0.83375514,0.14830733,0.24758585,-6.25584413,-9.40267824,-9.33536263,11.72108703,1.01712554,1.65642809,0.40608671,0.21312666,0.83375514
0.61038210,0.53418233,-0.47465666,0.22710103,-2.23142277,0.03241410,1.63597802,0.79261630,0.30933949,0.14363572,-0.01088109,0.95553834,-0.00143172,0.47202440,0.00373804,0.68568350,0.18801223,0.35690746,-0.06093351,0.83273220,0.14763183,0.24787225,-6.21585737,-9.36929423,-9.34052962,11.71049972,1.01617807,1.66318715,0.39117165,0.21305547,0.83273220
0.61138272,0.53446414,-0.47452790,0.22708970,-2.23044116,0.03241162,1.63646035,0.79261490,0.30219622,0.13936282,-0.01076743,0.96060034,-0.00111167,0.47612459,0.00125834,0.69258675,0.16980243,0.35384495,-0.05622753,0.83168622,0.14741774,0.24813457,-6.21459680,-9.35164400,-9.39589209,11.72354408,1.00855259,1.64982808,0.40810750,0.21298282,0.83168622
0.61238335,0.53473949,-0.47440633,0.22708627,-2.22946219,0.03241394,1.63695012,0.79261892,0.29419295,0.13436261,-0.00818030,0.96942276,0.00001232,0.47870321,0.00143592,0.69491269,0.15604340,0.34382357,-0.05029352,0.83051388,0.14755477,0.24835585,-6.19833078,-9.32844542,-9.48465599,11.68412114,0.99515812,1.64644843,0.40619790,0.21291006,0.83051388
0.61338398,0.53500327,-0.47428598,0.22706884,-2.22846508,0.03241534,1.63742849,0.79262217,0.28374192,0.13055587,-0.01115840,0.97812554,-0.00014483,0.47821814,0.00157492,0.69113165,0.14941770,0.32527454,-0.04544953,0.82908323,0.14784323,0.24855393,-6.15118455,-9.31570397,-9.49815814,11.64351827,0.99044409,1.66530620,0.40455704,0.21283625,0.82908323
0.61438460,0.53525731,-0.47417066,0.22705860,-2.22747072,0.03241236,1.63792608,0.79263300,0.27496741,0.12576463,-0.01121695,0.97759663,-0.00142809,0.48430857,0.00480462,0.68376869,0.14819375,0.30150050,-0.04042274,0.82752213,0.14835946,0.24878658,-6.12473866,-9.28200277,-9.54965868,11.73274301,0.99399342,1.63757533,0.38087836,0.21276225,0.82752213
0.61538523,0.53551281,-0.47405955,0.22704826,-2.22647247,0.03241000,1.63841292,0.79263781,0.26975025,0.12164847,-0.01077086,0.98638995,-0.00158379,0.48247629,0.00502353,0.67325253,0.14884424,0.27292423,-0.03128100,0.82596664,0.14940394,0.24907022,-6.14626035,-9.26661771,-9.60691570,11.69024436,0.98962877,1.66519664,0.37861834,0.21268786,0.82596664
0.61638586,0.53574853,-0.47394430,0.22704313,-2.22545919,0.03241137,1.63888109,0.79264259,0.25975612,0.11999652,-0.00904585,0.99290903,-0.00115661,0.48041222,0.00501471,0.65736137,0.14977488,0.23681217,-0.01716477,0.82434595,0.15098251,0.24936304,-6.09960288,-9.27918643,-9.68163051,11.67731524,0.98088578,1.69567338,0.37792248,0.21261214,0.82434595
0.61738648,0.53598307,-0.47384501,0.22702793,-2.22444117,0.03241525,1.63936788,0.79264589,0.25239414,0.11373353,-0.01109375,1.00421806,-0.00056562,0.48092217,0.00430620,0.63598381,0.15168503,0.19348945,-0.00041498,0.82257785,0.15283870,0.24962357,-6.08977811,-9.23621477,-9.70493186,11.59746614,0.97090244,1.70669256,0.38223869,0.21253625,0.82257785
0.61838711,0.53620779,-0.47374401,0.22702039,-2.22341201,0.03241536,1.63984226,0.79265147,0.24430599,0.10970048,-0.00964954,1.01200582,-0.00059354,0.47851202,0.00422578,0.60970811,0.15879413,0.14463908,0.01486190,0.82057692,0.15470342,0.24983410,-6.06732782,-9.21797355,-9.77428242,11.56487119,0.96544299,1.73901664,0.38202073,0.21245916,0.82057692
0.61938774,0.53642246,-0.47364775,0.22700682,-2.22236564,0.03241778,1.64033262,0.79265171,0.23694773,0.10519755,-0.01036444,1.01897677,0.00027476,0.48308680,0.00261736,0.57826520,0.17279481,0.09042332,0.02705938,0.81828880,0.15658585,0.24999279,-6.05505270,-9.19268266,-9.81380571,11.54228183,0.95360818,1.72169768,0.39275923,0.21238084,0.81828880
0.62038836,0.53663067,-0.47355588,0.22698693,-2.22133615,0.03242074,1.64082958,0.79265880,0.22786792,0.10148391,-0.01399694,1.02548335,0.00033839,0.48531057,0.00370121,0.54343892,0.19102044,0.03316355,0.03745452,0.81579693,0.15863398,0.25012777,-6.02048124,-9.17358288,-9.81366114,11.52699530,0.94718005,1.72062275,0.38428495,0.21230380,0.81579693
0.62138899,0.53682995,-0.47347022,0.22696362,-2.22028524,0.03241701,1.64132121,0.79266737,0.22035433,0.09653346,-0.01725364,1.03328838,-0.00092141,0.48979188,0.00454420,0.50900162,0.21132433,-0.02206377,0.04654405,0.81323949,0.16081061,0.25028809,-6.00546225,-9.14054812,-9.81719191,11.49148169,0.95042497,1.70380489,0.37744248,0.21222510,0.81323949
0.62238962,0.53702240,-0.47338525,0.22694117,-2.21922310,0.03242023,1.64181329,0.79266532,0.21175878,0.09285083,-0.01913586,1.03902462,-0.00007176,0.49009363,0.00158708,0.47708816,0.23270225,-0.07231017,0.05435927,0.81070383,0.16297003,0.25048533,-5.97447577,-9.12005607,-9.83855610,11.48287036,0.93849365,1.71638778,0.39770778,0.21214545,0.81070383
0.62339024,0.53721228,-0.47330918,0.22691601,-2.21816539,0.03242029,1.64230168,0.79267161,0.20536007,0.08782884,-0.02124112,1.04833420,-0.00059320,0.48722023,0.00227330,0.44733486,0.25499346,-0.11796457,0.06074114,0.80819502,0.16496715,0.25070758,-5.97260055,-9.08539923,-9.85564298,11.42419670,0.93633844,1.75099548,0.39208051,0.21206606,0.80819502
