t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_cmd0,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,sigma_min,tau_ext_max
0.21913718,0.08131554,-0.73920965,0.04178633,-2.22132549,0.00384166,1.59170477,0.78614916,0.98402229,0.61765490,0.48733977,-0.33233716,0.08985122,-0.01342058,0.01207960,-0.17482834,0.17652527,-0.76662255,-0.15620131,0.67900213,0.01049388,-0.01451844,7.69109918,7.77140695,8.30436178,-6.00987192,1.16033898,-0.70351282,0.17556741,0.21529091,0.76662255
0.22013781,0.08231794,-0.73856921,0.04228242,-2.22166181,0.00393814,1.59168467,0.78615478,0.98797107,0.62305590,0.48934893,-0.33512458,0.09176307,-0.01591998,0.01038375,-0.16775778,0.19387339,-0.74617948,-0.16892936,0.67835523,0.00717358,-0.01352592,7.71543382,7.67606162,8.30656727,-5.97171045,1.14987597,-0.68783268,0.18964693,0.21531528,0.74617948
0.22113843,0.08330605,-0.73793870,0.04277748,-2.22201386,0.00402815,1.59167460,0.78616876,0.99128173,0.62719435,0.49246390,-0.33915154,0.09181905,-0.01391048,0.01083108,-0.15204530,0.20571458,-0.71751507,-0.17935260,0.67807325,0.00398029,-0.01254964,7.74936100,7.59722081,8.28990651,-5.91360167,1.15264458,-0.70415575,0.18830023,0.21534083,0.71751507
0.22213906,0.08428908,-0.73729833,0.04327203,-2.22237036,0.00411147,1.59167616,0.78617531,0.98582783,0.62965816,0.49243099,-0.34383873,0.08924635,-0.00866522,0.00919091,-0.12535666,0.21035778,-0.67870860,-0.18589542,0.67828942,0.00117147,-0.01162771,7.90283826,7.56049138,8.30323386,-5.84845078,1.17416324,-0.74280180,0.20179869,0.21536666,0.67870860
0.22313969,0.08531113,-0.73666758,0.04375895,-2.22271710,0.00419794,1.59166827,0.78618212,0.99595386,0.63070873,0.48883530,-0.34415992,0.08815469,-0.00829410,0.00747497,-0.08471229,0.21181576,-0.62504991,-0.19041454,0.67921375,-0.00139799,-0.01077390,7.83901255,7.53704413,8.38474313,-5.83763601,1.18546855,-0.74659004,0.21592232,0.21539173,0.67921375
0.22414031,0.08630417,-0.73603037,0.04425119,-2.22307942,0.00429820,1.59164556,0.78619418,0.99903375,0.63254601,0.49309383,-0.34914099,0.09115371,-0.01283398,0.00849212,-0.03150996,0.21613500,-0.55694041,-0.19587468,0.68083447,-0.00402635,-0.00997434,7.87408501,7.48513155,8.34588949,-5.76152106,1.16696998,-0.71615964,0.21069200,0.21541799,0.68083447
0.22514094,0.08731113,-0.73539408,0.04473024,-2.22343978,0.00439711,1.59162774,0.78620864,0.99991294,0.63510771,0.48676059,-0.35409138,0.09433593,-0.01440506,0.00991743,0.03242084,0.22424199,-0.47631611,-0.20136539,0.68320184,-0.00665302,-0.00917859,7.93903926,7.45194732,8.45818561,-5.68885490,1.14771816,-0.70557397,0.20237540,0.21544410,0.68320184
0.22614156,0.08833129,-0.73473957,0.04520941,-2.22379718,0.00449366,1.59161937,0.78621784,1.00468667,0.64069656,0.48347083,-0.35542770,0.09527645,-0.01256653,0.00945289,0.10863060,0.23234270,-0.37934585,-0.20443350,0.68652712,-0.00911005,-0.00833272,7.95089718,7.36441814,8.53805564,-5.66699919,1.14430276,-0.71982989,0.20762534,0.21546993,0.68652712
0.22714219,0.08934264,-0.73408015,0.04569925,-2.22415958,0.00458607,1.59160439,0.78622983,1.00956924,0.64474577,0.48785291,-0.35745935,0.09485357,-0.01298783,0.01052465,0.19544568,0.23685591,-0.26742734,-0.20446738,0.69066625,-0.01141317,-0.00743949,7.96062972,7.27811306,8.50382394,-5.63184506,1.15025015,-0.71852135,0.20204299,0.21549606,0.69066625
0.22814282,0.09039349,-0.73341673,0.04620058,-2.22451487,0.00468544,1.59157817,0.78624264,1.02305222,0.65133793,0.49126463,-0.35729767,0.09572514,-0.01747422,0.01082917,0.28525844,0.23579209,-0.15236748,-0.20157544,0.69505836,-0.01359691,-0.00655246,7.85035586,7.14651560,8.49821688,-5.62583888,1.14696290,-0.68854805,0.20190004,0.21552158,0.69505836
0.22914344,0.09143745,-0.73276132,0.04669420,-2.22487950,0.00478720,1.59154393,0.78625180,1.03353424,0.65260552,0.49534993,-0.35981195,0.09716079,-0.02275959,0.01043989,0.36906441,0.22995860,-0.04695348,-0.19642699,0.69908687,-0.01561910,-0.00573605,7.77885160,7.09177721,8.46877843,-5.57802718,1.13939663,-0.65202543,0.20673585,0.21554782,0.69908687
0.23014407,0.09250002,-0.73209891,0.04719782,-2.22524469,0.00488127,1.59152593,0.78626099,1.04153924,0.65422767,0.49783679,-0.36151303,0.09704819,-0.02177544,0.01109366,0.44122520,0.22456600,0.04209176,-0.19100655,0.70236012,-0.01738941,-0.00503158,7.73966550,7.03999180,8.45846273,-5.54300293,1.14313272,-0.65982243,0.20421631,0.21557399,0.70236012
0.23114470,0.09358211,-0.73144100,0.04772291,-2.22562337,0.00497755,1.59151778,0.78626605,1.05351392,0.65604403,0.50851588,-0.36664446,0.09703820,-0.01714691,0.00929311,0.49774577,0.22428912,0.10971696,-0.18656895,0.70462318,-0.01875450,-0.00445136,7.64427095,6.95508641,8.33506530,-5.45548544,1.14565226,-0.69487910,0.21922404,0.21560108,0.70462318
0.23214532,0.09465848,-0.73077318,0.04823228,-2.22599760,0.00508014,1.59150850,0.78628129,1.06444258,0.65845643,0.50968774,-0.36645609,0.09840597,-0.01504018,0.01026694,0.53451792,0.23053482,0.15067473,-0.18337931,0.70564977,-0.01967761,-0.00397620,7.56429572,6.89183929,8.34780859,-5.44459435,1.13870920,-0.71079690,0.21418408,0.21562784,0.70564977
0.23314595,0.09575351,-0.73010260,0.04875344,-2.22636557,0.00518871,1.59149125,0.78629378,1.07297350,0.66362719,0.51337256,-0.36739575,0.10188072,-0.01577900,0.01115818,0.55119980,0.24239176,0.16666963,-0.18224375,0.70543604,-0.02043124,-0.00353557,7.51635541,6.78292706,8.32576405,-5.42065227,1.11659976,-0.70692067,0.20989927,0.21565405,0.70543604
0.23414658,0.09686846,-0.72940428,0.04927236,-2.22673899,0.00530334,1.59147043,0.78630654,1.08367679,0.67075697,0.51800436,-0.36886727,0.10535007,-0.01841193,0.01168749,0.54936510,0.25384829,0.16176038,-0.18161799,0.70411376,-0.02120032,-0.00305306,7.43799525,6.63470715,8.29765694,-5.38840467,1.09421345,-0.69004761,0.20820240,0.21568066,0.70411376
0.23514720,0.09797974,-0.72872441,0.04980082,-2.22711196,0.00541711,1.59145366,0.78632453,1.09583859,0.67400614,0.51794361,-0.37149763,0.10738734,-0.01838416,0.01392357,0.52974947,0.25858098,0.13847393,-0.17853479,0.70175962,-0.02194250,-0.00248878,7.33827335,6.55389871,8.32901662,-5.33679914,1.08201983,-0.69105990,0.19423378,0.21570714,0.70175962
0.23614783,0.09911598,-0.72804443,0.05034026,-2.22749635,0.00553175,1.59143361,0.78633804,1.10579926,0.67790557,0.52411206,-0.37489158,0.10979013,-0.01947321,0.01410280,0.49306875,0.25593024,0.09947519,-0.17189996,0.69839840,-0.02262063,-0.00184414,7.26584246,6.44873579,8.26827981,-5.27323260,1.06689620,-0.68476840,0.19493548,0.21573441,0.69839840
0.23714845,0.10022664,-0.72736053,0.05088032,-2.22787208,0.00564665,1.59140901,0.78635544,1.10897618,0.67853697,0.53133049,-0.37477781,0.11087338,-0.02097997,0.01487810,0.44018151,0.24992467,0.04527227,-0.16311207,0.69399365,-0.02333173,-0.00116105,7.28579376,6.40215883,8.17469637,-5.25946279,1.06087023,-0.67439282,0.19114005,0.21576096,0.69399365
0.23814908,0.10135467,-0.72668568,0.05142284,-2.22825521,0.00576538,1.59137965,0.78637299,1.11226406,0.67733212,0.53103196,-0.37957917,0.11366257,-0.02383825,0.01565676,0.37488195,0.24807978,-0.02024461,-0.15545879,0.68866629,-0.02426031,-0.00048462,7.30205181,6.39634393,8.18448083,-5.17519776,1.04292236,-0.65352213,0.18726255,0.21578804,0.68866629
0.23914971,0.10248289,-0.72599188,0.05196225,-2.22864145,0.00588026,1.59135428,0.78638225,1.11699676,0.68230145,0.53501823,-0.38128623,0.11310404,-0.02515681,0.01396306,0.30322615,0.25355802,-0.08905085,-0.14969018,0.68277672,-0.02532942,0.00015701,7.30180052,6.28857484,8.14878651,-5.13704163,1.04859353,-0.64464238,0.20121178,0.21581531,0.68277672
0.24015033,0.10362733,-0.72528956,0.05251620,-2.22903175,0.00600196,1.59133355,0.78640014,1.12269460,0.68622317,0.54073005,-0.38336007,0.11503044,-0.02450787,0.01557339,0.22855821,0.26161906,-0.15814164,-0.14359450,0.67658695,-0.02625988,0.00076433,7.28612588,6.18810932,8.08572021,-5.09143342,1.03641780,-0.64985788,0.19161871,0.21584279,0.67658695
0.24115096,0.10476370,-0.72459039,0.05306592,-2.22940846,0.00611295,1.59131108,0.78641392,1.12268846,0.69239420,0.53910530,-0.38138840,0.11417926,-0.02340189,0.01437189,0.15412194,0.26706457,-0.22504843,-0.13635439,0.67032731,-0.02697203,0.00137759,7.35019032,6.08929264,8.12420237,-5.10887090,1.04464990,-0.65691775,0.20177078,0.21586917,0.67032731
0.24215159,0.10588734,-0.72386910,0.05360220,-2.22980275,0.00622608,1.59129513,0.78642773,1.12306425,0.69672640,0.53873917,-0.38602965,0.11343924,-0.02087785,0.01454294,0.08681624,0.26604077,-0.28112282,-0.12765127,0.66448112,-0.02749061,0.00205446,7.40964495,6.00130373,8.14348886,-5.02961868,1.05177803,-0.67459799,0.20235856,0.21589691,0.66448112
0.24315221,0.10702975,-0.72317611,0.05414807,-2.23018891,0.00633905,1.59128585,0.78644851,1.12584503,0.69937541,0.54093730,-0.38522064,0.11329063,-0.01685373,0.01646860,0.03197911,0.25772135,-0.32037829,-0.11721224,0.65946659,-0.02785987,0.00283348,7.43271929,5.93835317,8.12344386,-5.02448947,1.05471966,-0.70280721,0.19030501,0.21592394,0.65946659
0.24415284,0.10818775,-0.72245800,0.05469723,-2.23058353,0.00646117,1.59126853,0.78645664,1.13199482,0.70018515,0.53941301,-0.38759510,0.11573176,-0.01742044,0.01450775,-0.00940690,0.24736230,-0.34285524,-0.10750741,0.65538584,-0.02836398,0.00369812,7.40765451,5.89833396,8.15670759,-4.97054495,1.03914472,-0.69817975,0.20610871,0.21595156,0.65538584
0.24515347,0.10931031,-0.72174340,0.05524119,-2.23097580,0.00658480,1.59124678,0.78647962,1.13157330,0.70456392,0.53975129,-0.38641470,0.11792217,-0.01923370,0.01608666,-0.03666786,0.23974265,-0.34828063,-0.10112804,0.65231345,-0.02932360,0.00461269,7.47687930,5.81631317,8.16171850,-4.97155150,1.02524228,-0.68458775,0.19634729,0.21597898,0.65231345
0.24615409,0.11044210,-0.72102457,0.05580428,-2.23136224,0.00670980,1.59122678,0.78649328,1.12808335,0.71255716,0.54664773,-0.38730808,0.12019617,-0.01951861,0.01498797,-0.04817528,0.23124013,-0.33721558,-0.09708149,0.65037069,-0.03080313,0.00555552,7.58864183,5.66528157,8.07480166,-4.94713702,1.01037427,-0.68293797,0.20587328,0.21600581,0.65037069
0.24715472,0.11156428,-0.72028479,0.05634233,-2.23176124,0.00683766,1.59120506,0.78650625,1.12862563,0.72099780,0.54574959,-0.38979429,0.12210269,-0.01978600,0.01490036,-0.04257430,0.21127541,-0.31184642,-0.09068045,0.64962802,-0.03253943,0.00649654,7.64753966,5.51733941,8.10899082,-4.89827114,0.99831975,-0.68072406,0.20835254,0.21603368,0.64962802
0.24815534,0.11270314,-0.71955128,0.05689333,-2.23215605,0.00695467,1.59118724,0.78651340,1.13057940,0.72381701,0.54447069,-0.39256505,0.12060344,-0.01885880,0.01268936,-0.01851815,0.17379478,-0.27133133,-0.07824799,0.65009754,-0.03422145,0.00740814,7.68190782,5.45052852,8.13600190,-4.84024857,1.01053610,-0.68627201,0.22593416,0.21606109,0.65009754
0.24915597,0.11386113,-0.71883319,0.05744107,-2.23256325,0.00707236,1.59116461,0.78652251,1.13681078,0.72353162,0.54545453,-0.39556015,0.11855014,-0.02097799,0.01106825,0.02322504,0.12535418,-0.21566855,-0.06149520,0.65156613,-0.03582052,0.00826494,7.65379144,5.41709042,8.12938602,-4.77235758,1.02641192,-0.67026892,0.23933406,0.21608942,0.65156613
0.25015660,0.11500798,-0.71810485,0.05795677,-2.23296486,0.00717886,1.59114485,0.78653805,1.14216776,0.72403407,0.53661657,-0.39670388,0.11383569,-0.02120668,0.01216962,0.08069203,0.07812863,-0.14528396,-0.04515324,0.65376082,-0.03750186,0.00907240,7.63961542,5.40172686,8.26708451,-4.73298763,1.06201303,-0.66627341,0.23324396,0.21611741,0.65376082
0.25115722,0.11618465,-0.71738001,0.05850734,-2.23337312,0.00728033,1.59113225,0.78655226,1.15232389,0.72624660,0.54020020,-0.40145028,0.11004710,-0.01836250,0.01245182,0.15142261,0.03885010,-0.06072422,-0.03180335,0.65653854,-0.03932471,0.00986818,7.55775344,5.31567934,8.23451025,-4.63979263,1.09075356,-0.68629475,0.23317322,0.21614566,0.65653854
0.25215785,0.11734275,-0.71664240,0.05907167,-2.23378110,0.00738677,1.59111392,0.78656499,1.15946385,0.72780703,0.55268095,-0.40282883,0.10878315,-0.01833275,0.01209511,0.22698359,0.00832494,0.02540780,-0.02089991,0.65952686,-0.04115612,0.01064337,7.51708476,5.22134028,8.06605959,-4.59258714,1.10111419,-0.68686272,0.23767148,0.21617377,0.65952686
0.25315848,0.11852427,-0.71589654,0.05962359,-2.23418754,0.00749553,1.59109174,0.78658798,1.16539868,0.73072419,0.55141454,-0.40121878,0.10854385,-0.01972827,0.01496902,0.29868552,-0.01285983,0.09911925,-0.01329348,0.66231363,-0.04306986,0.01137452,7.49183700,5.14956512,8.09628867,-4.59025093,1.10494256,-0.67539659,0.21889159,0.21620178,0.66231363
0.25415910,0.11973635,-0.71517080,0.06019694,-2.23459226,0.00760685,1.59106824,0.78660111,1.17958070,0.73051023,0.55820068,-0.40307162,0.11022111,-0.02102318,0.01431010,0.36249711,-0.02259062,0.15662335,-0.01162362,0.66470169,-0.04529257,0.01205196,7.34910358,5.08543850,8.01360193,-4.53190298,1.09470056,-0.66578652,0.22550506,0.21622950,0.66470169
0.25515973,0.12093602,-0.71442858,0.06078653,-2.23500414,0.00772225,1.59105168,0.78661828,1.19130629,0.73373021,0.57321306,-0.40413125,0.11264366,-0.01988702,0.01508860,0.41105887,-0.01979426,0.18893341,-0.01650391,0.66623425,-0.04775642,0.01262420,7.24257126,4.95033397,7.81572059,-4.48638241,1.07867150,-0.67478941,0.22193942,0.21625762,0.66623425
0.25616036,0.12214891,-0.71369815,0.06135892,-2.23541399,0.00783433,1.59104358,0.78663781,1.19689177,0.73488441,0.57193180,-0.40622836,0.11325223,-0.01625866,0.01619082,0.43894658,-0.00647036,0.18889534,-0.02661264,0.66650073,-0.05026915,0.01306245,7.21753893,4.90165710,7.83901660,-4.42937152,1.07625581,-0.69896487,0.21572601,0.21628561,0.66650073
0.25716098,0.12336791,-0.71294867,0.06193712,-2.23582432,0.00794269,1.59103983,0.78665050,1.20842495,0.73932722,0.57328379,-0.40609184,0.11184218,-0.01363116,0.01548537,0.44934915,0.01383513,0.16469772,-0.04084330,0.66556725,-0.05283415,0.01340675,7.11299318,4.78789661,7.83996933,-4.40265172,1.08813672,-0.71719049,0.22263709,0.21631352,0.66556725
0.25816161,0.12461316,-0.71218782,0.06252220,-2.23624329,0.00805124,1.59103488,0.78666539,1.21904736,0.74437318,0.58152241,-0.40892996,0.11104501,-0.01044197,0.01579593,0.44412068,0.03555838,0.12247189,-0.05709757,0.66343646,-0.05547397,0.01370028,7.01822030,4.64081298,7.74194310,-4.33292145,1.09528364,-0.74037955,0.22241565,0.21634200,0.66343646
0.25916224,0.12587869,-0.71142810,0.06310602,-2.23665633,0.00815484,1.59102640,0.78667387,1.23191000,0.75202591,0.58051143,-0.41134480,0.10966230,-0.00967971,0.01337922,0.42181524,0.05001261,0.06193677,-0.07081919,0.66002353,-0.05803843,0.01398440,6.89315364,4.47864698,7.78573981,-4.27140633,1.10731116,-0.74556605,0.24157394,0.21636996,0.66002353
0.26016286,0.12711671,-0.71065717,0.06369071,-2.23707987,0.00826064,1.59101166,0.78669360,1.23452846,0.75718328,0.58269429,-0.41407099,0.10850514,-0.01086390,0.01519630,0.38478974,0.04949618,-0.01140698,-0.07770307,0.65559621,-0.06038448,0.01433568,6.90726349,4.35799111,7.76181120,-4.20582880,1.11733781,-0.73626119,0.23040870,0.21639866,0.65559621
0.26116349,0.12837411,-0.70989625,0.06429046,-2.23749405,0.00836880,1.59099411,0.78671116,1.23910309,0.76009878,0.58792651,-0.41437805,0.10830035,-0.01322468,0.01579592,0.33734268,0.03378080,-0.09082740,-0.07751564,0.65053942,-0.06257561,0.01482134,6.89065718,4.26225806,7.68900600,-4.17136241,1.12039074,-0.71851095,0.22788514,0.21642651,0.65053942
0.26216411,0.12963142,-0.70912452,0.06489764,-2.23791098,0.00848127,1.59097352,0.78672165,1.23993452,0.76288046,0.59599825,-0.41454152,0.10872421,-0.01479395,0.01395394,0.28132522,0.00949615,-0.17544110,-0.07383913,0.64500463,-0.06481841,0.01542302,6.92426117,4.16503384,7.56849878,-4.13941393,1.11864134,-0.70621332,0.24278272,0.21645447,0.64500463
0.26316474,0.13087001,-0.70834821,0.06550524,-2.23833882,0.00859072,1.59095654,0.78673746,1.24075145,0.76506646,0.59836555,-0.41716593,0.10886189,-0.01597103,0.01499355,0.21875953,-0.01724118,-0.26459029,-0.06970355,0.63912513,-0.06717861,0.01609052,6.95974037,4.08882936,7.52801311,-4.07150091,1.11927008,-0.69610686,0.23719405,0.21648318,0.63912513
0.26416537,0.13212753,-0.70758089,0.06609871,-2.23876424,0.00869473,1.59094260,0.78674841,1.24286252,0.76754615,0.59064352,-0.42033041,0.10683373,-0.01514222,0.01401454,0.15603352,-0.04409829,-0.34927551,-0.06543918,0.63332945,-0.06948732,0.01681597,6.97646005,4.03644163,7.63622457,-3.99675462,1.13588567,-0.69888446,0.24589274,0.21651171,0.63332945
0.26516599,0.13337386,-0.70680830,0.06668718,-2.23919473,0.00879621,1.59093647,0.78676481,1.24529655,0.76644738,0.59165306,-0.42257591,0.10491078,-0.01219772,0.01467118,0.10038723,-0.06827762,-0.41800537,-0.06152833,0.62809183,-0.07162981,0.01759409,6.98657492,4.01090008,7.61121729,-3.92977847,1.15134148,-0.71739776,0.24290899,0.21654057,0.62809183
0.26616662,0.13464651,-0.70603389,0.06728181,-2.23962531,0.00890045,1.59092534,0.78677441,1.25018759,0.76583121,0.59220241,-0.42652340,0.10519564,-0.01166600,0.01322259,0.05376235,-0.08406648,-0.46882646,-0.05967039,0.62358399,-0.07364745,0.01838876,6.96091139,3.97209984,7.59659698,-3.83763685,1.15117316,-0.71899484,0.25505245,0.21656935,0.62358399
0.26716725,0.13590030,-0.70526486,0.06786839,-2.24006680,0.00900480,1.59090788,0.78678802,1.24549346,0.76795807,0.58372747,-0.43052438,0.10479186,-0.01229287,0.01300477,0.01854194,-0.08991483,-0.49977519,-0.05922719,0.62013352,-0.07552872,0.01919240,7.06885805,3.93607481,7.70412133,-3.75058465,1.15633276,-0.71065266,0.25819387,0.21659894,0.62013352
0.26816787,0.13713489,-0.70447533,0.06844679,-2.24049636,0.00911796,1.59088854,0.78680238,1.24348243,0.77415088,0.58163423,-0.42924671,0.10747609,-0.01389164,0.01353740,0.00160205,-0.09205798,-0.50223250,-0.05739791,0.61836269,-0.07728038,0.02006435,7.14440859,3.82190135,7.73441963,-3.73963946,1.13928344,-0.69649733,0.25615895,0.21662763,0.61836269
0.26916850,0.13838436,-0.70368957,0.06904282,-2.24092882,0.00923546,1.59086674,0.78682443,1.24210982,0.78071275,0.58546088,-0.43061928,0.11107985,-0.01705567,0.01631709,0.00561986,-0.09965170,-0.47569057,-0.05146570,0.61847223,-0.07893667,0.02105425,7.20943548,3.67988776,7.67940315,-3.68997860,1.11517002,-0.67226715,0.23810680,0.21665638,0.61847223
0.27016913,0.13961956,-0.70288811,0.06963451,-2.24135924,0.00935672,1.59083809,0.78683036,1.23456196,0.78722766,0.58967507,-0.43040071,0.11493985,-0.02035748,0.01301013,0.02861283,-0.12025733,-0.42822628,-0.03871181,0.62020753,-0.08037083,0.02213774,7.35890573,3.54796521,7.60927790,-3.66492820,1.08904790,-0.64620255,0.26337607,0.21668495,0.62020753
0.27116975,0.14085661,-0.70208375,0.07021466,-2.24180034,0.00946851,1.59081008,0.78685487,1.23863941,0.79156453,0.58510805,-0.43256786,0.11395514,-0.02347931,0.01667009,0.06988127,-0.15678858,-0.36398340,-0.01764221,0.62326141,-0.08137734,0.02326896,7.34980361,3.44970354,7.67833796,-3.59867501,1.09771683,-0.62072606,0.23900309,0.21671430,0.62326141
0.27217038,0.14213486,-0.70129216,0.07078908,-2.24223354,0.00956709,1.59078709,0.78686788,1.24858136,0.79424360,0.58021246,-0.43316476,0.10897786,-0.02305202,0.01618947,0.12821185,-0.20594608,-0.28302058,0.01068951,0.62724191,-0.08180695,0.02442115,7.25583156,3.37150926,7.75744043,-3.55111569,1.13502709,-0.62016075,0.24422098,0.21674300,0.62724191
0.27317100,0.14339684,-0.70048816,0.07139029,-2.24266683,0.00965943,1.59076994,0.78687927,1.25667399,0.79637195,0.58730803,-0.43218412,0.10272668,-0.02041603,0.01461467,0.19774094,-0.25981912,-0.19124485,0.04250638,0.63154362,-0.08170658,0.02552365,7.18695228,3.27009226,7.65698814,-3.52419945,1.18088930,-0.63653464,0.25725418,0.21677144,0.63154362
0.27417163,0.14467881,-0.69969884,0.07199688,-2.24309830,0.00974420,1.59074611,0.78689106,1.26274949,0.79712529,0.59458571,-0.43433101,0.09673158,-0.02103336,0.01382865,0.26928628,-0.31041699,-0.10223625,0.07394034,0.63559405,-0.08120856,0.02648016,7.14185405,3.18786394,7.54623970,-3.45255498,1.22516571,-0.62967576,0.26473166,0.21679964,0.63559405
0.27517226,0.14599364,-0.69889810,0.07259212,-2.24353806,0.00983515,1.59072115,0.78691153,1.27773783,0.79750853,0.59215375,-0.43428065,0.09520778,-0.02232853,0.01599989,0.33583712,-0.35185442,-0.02525139,0.10271030,0.63921881,-0.08039664,0.02725958,6.97310332,3.12595218,7.58809582,-3.40706953,1.23841981,-0.61698046,0.25107260,0.21682847,0.63921881
0.27617288,0.14727976,-0.69808697,0.07320478,-2.24397923,0.00994226,1.59070076,0.78691819,1.28418936,0.80035562,0.60136073,-0.43475578,0.09829291,-0.02130364,0.01272409,0.39305476,-0.38132762,0.03651266,0.12721143,0.64249067,-0.07940963,0.02786472,6.92364784,3.00563671,7.45443413,-3.35847126,1.21795621,-0.62216839,0.27627181,0.21685725,0.64249067
